ID	Traditional	Simplified	Pinyin	POS	Meaning	Tags
B2L08-I-19	學會	学会	xué huì		to learn, to master	
B2L08-I-20	起不來	起不来	qǐ bù lái		can't get up (from bed)	
B2L08-I-21	走不了路	走不了路	zǒu bù liǎo lù		can't walk	
B2L08-II-01	好處	好处	hǎochù	N	benefit	
B2L08-II-02	抱怨	抱怨	bàoyuàn	Vi	to complain	
B2L08-II-03	公尺	公尺	gōngchǐ	N	meter	
B2L08-II-04	總是	总是	zǒngshì	Adv	always, invariably	
B2L08-II-05	完	完	wán	Ptc	phase marker for 'completion', to finish...	
B2L08-II-06	體力	体力	tǐlì	N	physical strength	
B2L08-II-07	整天	整天	zhěngtiān	N	an entire day	
B2L08-II-08	精神	精神	jīngshén	N	spirit, energy	
B2L08-II-09	本來	本来	běnlái	Adv	originally	
B2L08-II-10	可能	可能	kěnéng	Vaux	maybe, probably	
B2L08-II-11	回	回	huí	V	to return to	
B2L08-II-12	影響	影响	yǐngxiǎng	V	to influence, to interfere with	
B2L08-II-13	身體	身体	shēntǐ	N	body	
B2L08-II-14	練	练	liàn	V	to practice, to train, to drill	
B2L08-II-15	想起	想起	xiǎngqǐ		to recall	
B2L09-I-01	春假	春假	chūnjià	N	spring break	
B2L09-I-02	好	好	hǎo	Ptc	As a resultative particle, it indicates a proper completion of an action.	
B2L09-I-03	到	到	dào	Ptc	As a resultative particle, it indicates a successful completion of an action.	
B2L09-I-04	特色	特色	tèsè	N	unique features, distinctive traits	
B2L09-I-05	夠	够	gòu	Vs-pred	enough	
B2L09-I-06	顏色	颜色	yánsè	N	color	
B2L09-I-07	廟	庙	miào	N	temple	
B2L09-I-08	像	像	xiàng	Vst	similar to	
B2L09-I-09	教堂	教堂	jiàotáng	N	church, cathedral	
B2L09-I-10	南部	南部	nánbù	N	southern region	
B2L09-I-11	潛水	潜水	qiánshuǐ	V-sep	to dive (i.e., snorkel or scuba diving)	
B2L09-I-12	各	各	gè	Det	various	
B2L09-I-13	魚	鱼	yú	N	ﬁsh	
B2L09-I-14	酸	酸	suān	Vs	sour, tart	
B2L09-I-15	檸檬	柠檬	níngméng	N	lemon, lime	
B2L09-I-16	味道	味道	wèidào	N	taste, ﬂavor	
B2L09-I-17	泰國	泰国	Tàiguó		Thailand	
B2L09-I-18	比起來	比起来	bǐ qǐlái		compared to	
B2L09-I-19	極了	极了	jí le		absolutely, extremely	
B2L09-I-20	忘不了	忘不了	wàng bù liǎo		unforgettable	
B2L09-II-01	鄉下	乡下	xiāngxià	N	countryside	
B2L09-II-02	氣氛	气氛	qìfēn	N	atmosphere	
B2L09-II-03	鎮	镇	zhèn	N	rural town	
B2L09-II-04	不同	不同	bùtóng	Vs	diﬀerent	
B2L09-II-05	現代	现代	xiàndài	N	modern	
B2L09-II-06	公寓	公寓	gōngyù	N	apartment	
B2L09-II-07	馬路	马路	mǎlù	N	street	
B2L09-II-08	寬	宽	kuān	Vs	wide	
B2L09-II-09	汽車	汽车	qìchē	N	car	
B2L09-II-10	建築	建筑	jiànzhú	N	buildings	
B2L09-II-11	老	老	lǎo	Vs	old	
B2L09-II-12	層	层	céng	M	measure word for ﬂoors and storeys	
B2L09-II-13	北部	北部	běibù	N	the north	
B2L09-II-14	熱情	热情	rèqíng	Vs	hospitable, welcoming, warmhearted	
B2L09-II-15	擠	挤	jǐ	Vs	crowded	
B2L09-II-16	飲料	饮料	yǐnliào	N	drink, beverage	
B2L09-II-17	巴黎	巴黎	Bālí		Paris	
B2L09-II-18	高雄市	高雄市	Gāoxióng Shì		Kaohsiung City in southern Taiwan	
B2L09-II-19	中南部	中南部	zhōngnánbù		central and southern regions	
B2L09-II-20	買得起	买得起	mǎi de qǐ		aﬀord, aﬀordable	
B2L09-II-21	百貨公司	百货公司	bǎihuò gōngsī		department store	
B2L09-II-22	越來越	越来越	yuèláiyuè		more and more, increasingly	
B2L10-I-01	馬丁	马丁	Mǎdīng		Martin, a man from the UK	
B2L10-I-02	包	包	Bāo	V	to wrap	
B2L10-I-03	餃子	饺子	jiǎozi	N	dumplings	
B2L10-I-04	脫	脱	tuō	V	to remove, to take off (clothing)	
B2L10-I-05	鞋	鞋	xié	N	shoes	
B2L10-I-06	關	关	guān	V	to close	
B2L10-I-07	門	门	mén	N	door	
B2L10-I-08	春捲	春卷	chūnjuǎn	N	spring rolls	
B2L10-I-09	泡菜	泡菜	pàocài	N	kimchi, pickled vegetables	
B2L10-I-10	飯廳	饭厅	fàntīng	N	dining room	
B2L10-I-11	下	下	xià	Ptc	to have enough space to accommodate	
B2L10-I-12	洗	洗	xǐ	V	to wash	
B2L10-I-13	做菜	做菜	zuòcài	V-sep	to cook	
B2L10-I-14	水餃	水饺	shuǐjiǎo	N	dumplings (when boiled in water)	
B2L10-I-15	煮	煮	zhǔ	V	to cook, to boil	
B2L10-I-16	壞	坏	huài	Vp	to go bad	
B2L10-I-17	破	破	pò	Vp	to break, to split open	
B2L10-I-18	餡兒	馅儿	xiànr	N	filling	
B2L10-I-19	扁	扁	biǎn	Vs	flat	
B2L10-I-20	材料	材料	cáiliào	N	ingredients	
B2L10-I-21	道	道	dào	M	measure word for dishes of food	
B2L10-I-22	飽	饱	bǎo	Vs	to have eaten enough, to be full	
B2L10-I-23	光	光	guāng	Vp	to be finished, none left	
B2L10-I-24	鍋子	锅子	guōzi	N	pot, kettle, pan, wok	
B2L10-I-25	筷子	筷子	kuàizi	N	chopsticks	
B2L10-I-26	碗	碗	wǎn	N	bowl	
B2L10-I-27	韓國	韩国	Hánguó		(South) Korea	
B2L10-I-28	看不出來	看不出来	kàn bù chūlái		It does not occur to me that..., can't tell (i.e., ascertain)	
B2L10-I-29	酸辣湯	酸辣汤	suānlà tāng		hot and sour soup	
B2L10-II-01	學期	学期	xuéqí	N	semester	
B2L10-II-02	趁	趁	chèn	Prep	while, take advantage of	
B2L10-II-03	皮	皮	pí	N	skin, wraps	
B2L10-II-04	嚐	尝	cháng	V	to savor, to taste	
B2L10-II-05	大白菜	大白菜	dàbáicài	N	Chinese cabbage	
B2L10-II-06	加	加	jiā	V	to add	
B2L10-II-07	鹽	盐	yán	N	salt	
B2L10-II-08	拌	拌	bàn	V	to stir, to mix	
B2L10-II-09	辣椒	辣椒	làjiāo	N	chili peppers	
B2L10-II-10	調味料	调味料	tiáowèiliào	N	seasonings	
B2L10-II-11	裝	装	zhuāng	V	to pack into	
B2L10-II-12	玻璃	玻璃	bōlí	N	glass	
B2L10-II-13	壽司	寿司	shòusī	N	sushi	
B2L10-II-14	像	像	xiàng	Vst	such as; like	
B2L10-II-15	食物	食物	shíwù	N	food	
B2L10-II-16	做起來	做起来	zuò qǐlái		when undertaken, to do	
B2L11-I-01	其他	其他	qítā	Det	other, the other, the remaining	
B2L11-I-02	假期	假期	jiàqí	N	vacation, holiday	
B2L11-I-03	溫泉	温泉	wēnquán	N	hot springs	
B2L11-I-04	建議	建议	jiànyì	V	to suggest, to recommand	
B2L11-I-05	票	票	piào	N	ticket	
B2L11-I-06	考慮	考虑	kǎolǜ	V	to consider	
B2L11-I-07	順便	顺便	shùnbiàn	Adv	without making any extra effort, on the way, while doing something else, while one is at it	
B2L11-I-08	湖	湖	hú	N	lake	
B2L11-I-09	原住民	原住民	yuánzhùmín	N	aborigines	
B2L11-I-10	趟	趟	tàng	M	measure word for a trip	
B2L11-I-11	後來	后来	hòulái	Adv	later	
B2L11-I-12	注意	注意	zhùyì	V	to pay attention to	
B2L11-I-13	沙灘	沙滩	shātān	N	beach	
B2L11-I-14	錢包	钱包	qiánbāo	N	wallet, purse	
B2L11-I-15	不見	不见	bújiàn	Vp	to be lost, to disappear	
B2L11-I-16	被	被	bèi	Ptc	a particle marking a passive sentence	
B2L11-I-17	偷	偷	tōu	V	to steal	
B2L11-I-18	安全	安全	ānquán	Vs	safe	
B2L11-I-19	值得	值得	zhíde	Vs	worthwhile, worth	
B2L11-I-20	墾丁	垦丁	Kěndīng		Kenting, an area on the southern tip of Taiwan, famed for beaches and rain forest	
B2L11-I-21	台中	台中	Táizhōng		Taichung city, in central Taiwan	
B2L11-I-22	日月潭	日月潭	Rìyuè Tán		Sun Moon Lake, in central Taiwan	
B2L11-I-23	水上活動	水上活动	shuǐshàng huódòng		water activities, water recreation	
B2L11-I-24	風景區	风景区	fēngjǐngqū		scenic area	
B2L11-II-01	又	又	yòu	Adv	then	
B2L11-II-02	遍	遍	biàn	M	measure word for number of times	
B2L11-II-03	民宿	民宿	mínsù	N	Bed & Breakfast lodgings	
B2L11-II-04	運氣	运气	yùnqì	N	luck	
B2L11-II-05	摩托車	摩托车	mótuōchē	N	motorcycle	
B2L11-II-06	熱帶	热带	rèdài	N	tropical region	
B2L11-II-07	植物	植物	zhíwù	N	plants	
B2L11-II-08	所有	所有	suǒyǒu	Vs-attr	all	
B2L11-II-09	白天	白天	báitiān	N	in the daytime	
B2L11-II-10	躺	躺	tǎng	Vi	to lie down	
B2L11-II-11	黃昏	黄昏	huánghūn	N	dusk	
B2L11-II-12	條	条	tiáo	M	measure word for street	
B2L11-II-13	街	街	jiē	N	street	
B2L11-II-14	啤酒	啤酒	píjiǔ	N	beer	
B2L11-II-15	上	上	shàng	Ptc	a verb particle indicating the coming into contact between two nouns	
B2L11-II-16	又	又	yòu	Conj	and	
B2L11-II-17	浪漫	浪漫	làngmàn	Vs	romantic	
B2L11-II-18	家鄉	家乡	jiāxiāng	N	hometown, usually a village	
B2L11-II-19	觀光客	观光客	guānguāngkè		tourist	
B2L11-II-20	曬太陽	晒太阳	shài tàiyáng		to sunbathe	
B2L11-II-21	水上摩托車	水上摩托车	shuǐshàng mótuōchē		jet skis	
B2L11-II-22	愛上	爱上	àishàng		to fall in love with	
B2L12-I-01	新	新	xīn	Adv	newly	
B2L12-I-02	開	开	kāi	V	to open (business)	
B2L12-I-03	素食	素食	sùshí	N	vegetarian food	
B2L12-I-04	速食	速食	sùshí	N	fast food	
B2L12-I-05	錯	错	cuò	Vp	to be mistaken, wrong	
B2L12-I-06	肉	肉	ròu	N	meat	
B2L12-I-07	欸	欸	èi	Ptc	an interjection particle, calling for attention	
B2L12-I-08	讓	让	ràng	V	to let, to make	
B2L12-I-09	吃素	吃素	chī sù	V-sep	to be a vegetarian, to eat vegetarian food	
B2L12-I-10	漢堡	汉堡	hànbǎo	N	hamburger	
B2L12-I-11	變	变	biàn	Vp	to become	
B2L12-I-12	胖	胖	pàng	Vs	fat	
B2L12-I-13	素菜	素菜	sùcài	N	vegetarian food, dishes	
B2L12-I-14	油膩	油腻	yóunì	Vs	oily, greasy	
B2L12-I-15	樣	样	yàng	M	measure word for dishes, kinds	
B2L12-I-16	好奇	好奇	hàoqí	Vs	curious, to wonder	
B2L12-I-17	女孩	女孩	nǚhái	N	girl	
B2L12-I-18	青菜	青菜	qīngcài	N	vegetables	
B2L12-I-19	瘦	瘦	shòu	Vs	thin	
B2L12-I-20	室友	室友	shìyǒu	N	roommate	
B2L12-I-21	豬肉	猪肉	zhūròu	N	pork	
B2L12-I-22	西方	西方	xīfāng	N	the West, western	
B2L12-I-23	完全	完全	wánquán	Adv	completely	
B2L12-I-24	鹹	咸	xián	Vs	salty	
B2L12-I-25	炸	炸	zhá	V	to deep fry	
B2L12-I-26	烤	烤	kǎo	V	to grill, to roast, to BBQ	
B2L12-I-27	沙拉	沙拉	shālā	N	salad	
B2L12-I-28	麥當勞	麦当劳	Màidāngláo		McDonald's	
B2L12-I-29	速食店	速食店	sùshí diàn		fast food restaurant	
B2L12-II-01	只要	只要	zhīyào	Conj	as long as	
B2L12-II-02	討厭	讨厌	tǎoyàn	Vst	to dislike	
B2L12-II-03	餐	餐	cān	M	measure word for meal	
B2L12-II-04	宗教	宗教	zōngjiào	N	religion	
B2L12-II-05	關係	关系	guānxì	N	relationship	
B2L12-II-06	薯條	薯条	shǔtiáo	N	French fries	
B2L12-II-07	作法	作法	zuòfǎ	N	way of doing something, e.g., cooking	
B2L12-II-08	越	越	yuè	Adv	more	
B2L12-II-09	簡單	简单	jiǎndān	Vs	simple	
B2L12-II-10	蒸	蒸	zhēng	V	to steam	
B2L12-II-11	有機	有机	yǒujī	Vs-attr	organic	
B2L12-II-12	食品	食品	shípǐn	N	food	
B2L12-II-13	地球	地球	dìqiú	N	the earth	
B2L12-II-14	汙染	污染	wūrǎn	N	pollution	
B2L12-II-15	嚴重	严重	yánzhòng	Vs	serious	
B2L12-II-16	衛生	卫生	wèishēng	N	hygiene	
B2L12-II-17	營養	营养	yíngyǎng	N	nutritioin	
B2L12-II-18	什麼的	什么的	shénmede		things like (that); etc.	
B2L13-I-01	林愛麗	林爱丽	Lín Àilí		Lin Aili, a woman from Canada	
B2L13-I-02	掉	掉	diào	Vp	to lose	
B2L13-I-03	低頭	低头	dītóu	V-sep	to lower one's head	
B2L13-I-04	傳	传	chuán	V	to send (text message, email)	
B2L13-I-05	過	过	guò	Ptc	a phase particle indicating completion of an action	
B2L13-I-06	簡訊	简讯	jiǎnxùn	N	text message	
B2L13-I-07	功能	功能	gōngnéng	N	function	
B2L13-I-08	生氣	生气	shēngqì	Vs-sep	to get angry at	
B2L13-I-09	叫	叫	jiào	V	to tell	
B2L13-I-10	罵	骂	mà	V	to yell at, to scold, to tell off	
B2L13-I-11	健身房	健身房	jiànshēnfáng	N	gym	
B2L13-I-12	啦	啦	la	Ptc	a sentence-final particle indicating a question, 了+啊	
B2L13-I-13	查	查	chá	V	to check, to look up (for information)	
B2L13-I-14	班機	班机	bānjī	N	flight	
B2L13-I-15	訂位	订位	dìngwèi	V-sep	to make reservations	
B2L13-I-16	電	电	diàn	N	electric power	
B2L13-I-17	充電	充电	chōngdiàn	V-sep	to charge (the battery of an electronic device)	
B2L13-I-18	糊塗	糊涂	hútú	Vs	muddle-headed	
B2L13-I-19	喔	喔	ō	Ptc	a sentence-final particle indicating a suggestion	
B2L13-I-20	義大利	意大利	Yìdàlì		Italy	
B2L13-I-21	拿走	拿走	názǒu		to take away	
B2L13-I-22	撿到	捡到	jiǎndào		to find something, to pick up	
B2L13-I-23	留下	留下	liúxià		to keep for oneself	
B2L13-II-01	網路	网路	wǎnglù	N	the internet	
B2L13-II-02	發生	发生	fāshēng	Vp	to happen	
B2L13-II-03	事情	事情	shìqíng	N	event, happening	
B2L13-II-04	消息	消息	xiāoxí	N	news, information	
B2L13-II-05	透過	透过	tòuguò	Prep	through	
B2L13-II-06	世界	世界	shìjiè	N	the world	
B2L13-II-07	節省	节省	jiēshěng	V	to save	
B2L13-II-08	起床	起床	qǐchuáng	Vp-sep	to get out of bed	
B2L13-II-09	檢查	检查	jiǎnchá	V	to check	
B2L13-II-10	郵件	邮件	yóujiàn	N	mail	
B2L13-II-11	立刻	立刻	lìkè	Adv	immediately	
B2L13-II-12	上傳	上传	shàngchuán	V	to upload, to post	
B2L13-II-13	正常	正常	zhèngcháng	Vs	to be normal	
B2L13-II-14	談	谈	tán	V	to talk over, to talk about, to discuss	
B2L13-II-15	現代人	现代人	xiàndài rén		modern day people, people today	
B2L13-II-16	比方說	比方说	bǐfāng shuō		for example	
B2L13-II-17	做到	做到	zuòdào		to be able to achieve, to succeed in doing	
B2L13-II-18	第一手	第一手	dìyīshǒu		first hand	
B2L13-II-19	急著	急着	jízhe		in a hurry to	
B2L13-II-20	打招呼	打招呼	dǎ zhāohū		to greet someone; to say hello; to wave at someone	
B2L13-II-21	面對面	面对面	miàn duì miàn		face-to-face	
B2L14-I-01	將來	将来	jiānglái	N	the future	
B2L14-I-02	徵求	征求	zhēnqiú	V	to seek, to invite applications for	
B2L14-I-03	教師	教师	jiàoshī	N	instructor	
B2L14-I-04	認為	认为	rènwéi	Vst	to have the opinion that, to think	
B2L14-I-05	畢業	毕业	biyè	Vp-sep	to graduate	
B2L14-I-06	發展	发展	fāzhǎn	V	to develop	
B2L14-I-07	連	连	lián	Prep	even	
B2L14-I-08	想法	想法	xiǎngfǎ	N	thought, way of thinking,idea	
B2L14-I-09	不但	不但	búdàn	Conj	not only	
B2L14-I-10	繼續	继续	jìxù	Vaux	to continue	
B2L14-I-11	使用	使用	shǐyòng	V	to make use of, to use	
B2L14-I-12	實現	实现	shíxiàn	Vp	to come ture, to realize	
B2L14-I-13	招待	招待	zhāodài	V	to entertain, to play host to	
B2L14-I-14	研究所	研究所	yánjiùsuǒ	N	graduate school	
B2L14-I-15	聚	聚	jù	Vi	to get together	
B2L14-I-16	香港	香港	Xiānggǎng		Hong Kong	
B2L14-I-17	上海	上海	Shànghǎi		Shanghai	
B2L14-I-18	說到	说到	shuōdào		to mention	
B2L14-I-19	念完	念完	niànwán		to complete (an academic program)	
B2L14-I-20	分公司	分公司	fēngōngsī		branch office	
B2L14-I-21	捨不得	捨不得	shěbùde		reluctant to part with	
B2L14-I-22	聚一聚	聚一聚	jù yí jù		get together	
B2L14-II-01	當時	当时	dāngshí	Adv	at that time	
B2L14-II-02	聲調	声调	shēngdiào	N	tones	
B2L14-II-03	發音	发音	fāyīn	N	pronunciation	
B2L14-II-04	準	准	zhǔn	Vs	to be accurate	
B2L14-II-05	企業	企业	qìyè	N	enterprise	
B2L14-II-06	管理	管理	guǎnlǐ	N	management	
B2L14-II-07	系	系	xì	N	academic department (of a university)	
B2L14-II-08	經濟	经济	jīngjì	N	economy	
B2L14-II-09	幫助	帮助	bāngzhù	N	help	
B2L14-II-10	有關	有关	yǒuguān	Vst	to be related to	
B2L14-II-11	語法	语法	yǔfǎ	N	syntax, grammar	
B2L14-II-12	研究	研究	yánjiù	V	to do research in	
B2L14-II-13	教書	教书	jiāoshū	V-sep	to teach	
B2L14-II-14	方法	方法	fāngfǎ	N	method, approach	
B2L14-II-15	目的	目的	mùdì	N	goal, objective	
B2L14-II-16	國際	国际	guójì	Vs-attr	international	
B2L14-II-17	翻譯	翻译	fānyì	N	translator, interpreter	
B2L14-II-18	外交	外交	wàijiāo	N	diplomacy, foreign affairs	
B2L14-II-19	人員	人员	rényuán	N	staff, personnel	
B2L14-II-20	充實	充实	chōngshí	V	to enrich, to strengthen	
B2L14-II-21	專業	专业	zhuānyè	N	profession, specialisation	
B2L14-II-22	能力	能力	nénglì	N	capacity, ability	
B2L14-II-23	加拿大	加拿大	Jiānádà		Canada	
B2L14-II-24	企業管理系（企管系）	企业管理系（企管系）	qìyè guǎnlǐ xì		department of business management	
B2L14-II-25	國際關係	国际关系	guójì guānxi		international relations	
B2L15-I-01	春節	春节	chūnjié	N	the Lunar New Year, the Spring Festival	
B2L15-I-02	伯伯	伯伯	bóbo	N	(older) uncle, friends' fathers in general	
B2L15-I-03	年夜飯	年夜饭	niányèfàn	N	Lunar New Year's Eve dinner	
B2L15-I-04	打擾	打扰	dǎrǎo	V	to trouble (someone),to disturb	
B2L15-I-05	女兒	女儿	nǚ'ér	N	daughter	
B2L15-I-06	國外	国外	guówài	N	abroad	
B2L15-I-07	圍爐	围炉	wéilú	V-sep	for a family to gather over Lunar New Year's Eve dinner	
B2L15-I-08	意思	意思	yìsi	N	meaning	
B2L15-I-09	全家	全家	quánjiā	N	the entire family	
B2L15-I-10	孩子	孩子	háizi	N	children	
B2L15-I-11	吉祥	吉祥	jíxiáng	Vs	auspicious	
B2L15-I-12	年紀	年纪	niánjì	N	age	
B2L15-I-13	過年	过年	guò nián		to celebrate the Lunar New Year	
B2L15-I-14	除夕夜	除夕夜	chúxì yè		Lunar New Year's Eve	
B2L15-I-15	睡著	睡著	shuìzháo		to fall asleep	
B2L15-I-16	壓歲錢	压岁钱	yāsuìqián		New Year's Eve money	
B2L15-I-17	恭喜發財	恭喜发财	gōngxǐ fācái		Congratulations. I wish you wealth.	
B2L15-I-18	好了	好了	hǎo le		OK	
B2L15-II-01	節日	节日	jiérì	N	holiday, festival	
B2L15-II-02	打掃	打扫	dǎsǎo	V	to clean up (must include sweeping)	
B2L15-II-03	另外	另外	lìngwài	Conj	in addition	
B2L15-II-04	春聯	春联	chūnlián	N	New Year's couplets (with calligraphy, in doublets)	
B2L15-II-05	除夕	除夕	chúxì	N	Lunar New Year's Eve	
B2L15-II-06	年糕	年糕	niángāo	N	new year rice cake	
B2L15-II-07	橘子	橘子	júzi	N	orange, tangerine	
B2L15-II-08	守歲	守岁	shǒusuì	Vi	to stay up waiting for the arrival of the New Year	
B2L15-II-09	說法	说法	shuōfǎ	N	way of saying things, a theory	
B2L15-II-10	晚	晚	wǎn	Vs	late	
B2L15-II-11	活	活	huó	Vs	to live, to stay active	
B2L15-II-12	平安	平安	píng'ān	Vs	peaceful, eventless	
B2L15-II-13	出門	出门	chūmén	V-sep	to go out, to leave the house	
B2L15-II-14	拜年	拜年	bàinián	V-sep	to pay a New Year visit	
B2L15-II-15	又	又	yòu	Adv	again	
B2L15-II-16	起來	起来	qǐlái	Ptc	As a resultative particle, it indicates the beginning of an action of state	
B2L15-II-17	華人	华人	Huárén		Chinese, a person of Chinese ethnicity	
B2L15-II-18	貼上	贴上	tiēshàng		to stick on (the wall)	
B2L15-II-19	年年有餘	年年有馀	niánnián yǒuyú		abundance every year	
B2L15-II-20	步步高升	步步高升	bùbù gāoshēng		to rise in social rank	
B2L15-II-21	大吉大利	大吉大利	dàjí dàlì		great wishes for the new year	
B2L15-II-22	放鞭炮	放鞭炮	fàng biānpào		to set off firecrackers	
B2L15-II-23	大年初一	大年初一	dànián chūyī		frist day of the Lunar New Year	
B2L15-II-24	大年初五	大年初五	dànián chūwǔ		fifth day of the Lunar New Year	
B3L01-I-01	安德思	安德思	ān Désī		a man from Honduras	
B3L01-I-02	羅珊蒂	罗珊蒂	Luó Shāndì		a woman from Indonesia	
B3L01-I-03	何雅婷	何雅婷	Hé Yǎtíng		a woman from Taiwan	
B3L01-I-04	開學	开学	kāixué	Vp	(school) to start	
B3L01-I-05	班	班	bān	N	class, i.e., the students (not the classroom or the course)	
B3L01-I-06	新生	新生	xīnshēng	N	new student	
B3L01-I-07	嚴	严	yán	Vs	strict, stern	
B3L01-I-08	口試	口试	kǒushì	N	oral test	
B3L01-I-09	筆試	笔试	bǐshì	N	written test	
B3L01-I-10	以外	以外	yǐwài	N	except, other than	
B3L01-I-11	口頭	口头	kǒutóu	Vs-attr	verbal, oral	
B3L01-I-12	報告	报告	bàogào	N	report	
B3L01-I-13	壓力	压力	yālì	N	pressure, stress	
B3L01-I-14	說明	说明	shuōmíng	N	instructions, explanation	
B3L01-I-15	清楚	清楚	qīngchǔ	Vs	clear(ly)	
B3L01-I-16	位子	位子	wèizi	N	seat, place	
B3L01-I-17	旁聽	旁听	pángtīng	V	to audit,to sit in (on a class)	
B3L01-I-18	分	分	fēn	N	Points	
B3L01-I-19	羨慕	羡慕	xiànmù	Vst	to envy	
B3L01-I-20	休學	休学	xiūxué	Vp-sep	to take a break from school	
B3L01-I-21	用功	用功	yònggōng	Vs	diligent, conscientious (as a student)	
B3L01-I-22	行	行	xíng	Vs	to be all right	
B3L01-I-23	轉	转	zhuǎn	V	to transfer (to a different major)	
B3L01-I-24	原來	原来	yuánlái	Adv	originally	
B3L01-I-25	會計	会计	kuàijì	N	accounting, an accountant	
B3L01-I-26	熱門	热门	rèmén	Vs	highly popular	
B3L01-I-27	熬夜	熬夜	áoyè	V-sep	to stay up all night, to burn the midnight oil	
B3L01-I-28	當	当	dàng	V	to fail a course	
B3L01-I-29	恐怕	恐怕	kǒngpà	Adv	(I am) afraid that, probably	
B3L01-I-30	口才	口才	kǒucái	N	speaking skills	
B3L01-I-31	事	事	shì	N	issue, matter, event, thing	
B3L01-I-32	遲到	迟到	chídào	Vp	to be late (in arrival)	
B3L01-I-33	差一點	差一点	chà yì diǎn		barely, nearly, almost	
B3L01-I-34	這樣下去	这样下去	zhèyàng xiàqù		if it goes on like this	
B3L01-I-35	沒辦法	没办法	méi bànfǎ		there's no way, there's nothing that can be done	
B3L01-II-01	獨生女	独生女	dúshēngnǚ	N	only child (girl)	
B3L01-II-02	私立	私立	sīlì	Vs-attr	private	
B3L01-II-03	理想	理想	lǐxiǎng	Vs	ideal, aspired	
B3L01-II-04	合	合	hé	Vst	to tally with, to match	
B3L01-II-05	痛苦	痛苦	tòngkǔ	Vs	painful	
B3L01-II-06	科系	科系	kēxì	N	(academic) department	
B3L01-II-07	放棄	放弃	fàngqì	V	to give up	
B3L01-II-08	不管	不管	bùguǎn	Conj	no matter, regardless of	
B3L01-II-09	反對	反对	fǎnduì	Vst	to oppose, to be against	
B3L01-II-10	個性	个性	gèxìng	N	personality	
B3L01-II-11	活潑	活泼	huópō	Vs	lively, bubbly, vivacious	
B3L01-II-12	外語	外语	wàiyǔ	N	foreign language	
B3L01-II-13	擔心	担心	dānxīn	Vst	to worry about, to fret over with	
B3L01-II-14	填	填	tián	V	to fill out (a form)	
B3L01-II-15	表	表	biǎo	N	a form	
B3L01-II-16	辦	办	bàn	V	to deal with	
B3L01-II-17	手續	手续	shǒuxù	N	procedures	
B3L01-II-18	申請	申请	shēnqǐng	V	to apply for	
B3L01-II-19	成績單	成绩单	chéngjī dān	N	report card, transcripts	
B3L01-II-20	考上	考上	kǎoshàng		To test into	
B3L01-II-21	推薦信	推荐信	tuījiàn xìn		a letter of recommendation	
B3L02-I-01	起	起	qǐ	Vp	starting from...	
B3L02-I-02	外套	外套	wàitào	N	coat, jacket	
B3L02-I-03	一般	一般	yìbān	Adv	generally; in general	
B3L02-I-04	商品	商品	shāngpǐn	N	goods, commodities	
B3L02-I-05	折扣	折扣	zhékòu	N	discount	
B3L02-I-06	省	省	shěng	V	to save, to put away	
B3L02-I-07	牌子	牌子	páizi	N	brand	
B3L02-I-08	品質	品质	pǐnzhí	N	quality	
B3L02-I-09	選擇	选择	xuǎnzé	N	choices	
B3L02-I-10	樣子	样子	yàngzi	N	appearance, looks	
B3L02-I-11	摸	摸	mō	V	to feel, to touch	
B3L02-I-12	店員	店员	diànyuán	N	salesperson, store employee, clerk	
B3L02-I-13	短	短	duǎn	Vs	short	
B3L02-I-14	羊毛	羊毛	yángmáo	N	lamb's wool	
B3L02-I-15	暖和	暖和	nuǎnhuo	Vs	warm	
B3L02-I-16	打折	打折	dǎzhé	V-sep	to offer a discount	
B3L02-I-17	原價	原价	yuánjià	N	original price	
B3L02-I-18	刷卡	刷卡	shuākǎ	V-sep	to swipe, i.e., use a credit card	
B3L02-I-19	現金	现金	xiànjīn	N	cash	
B3L02-I-20	麻煩	麻烦	máfán	V	please (lit. allow me to trouble you)	
B3L02-I-21	簽名	签名	qiānmíng	V-sep	to sign	
B3L02-I-22	破洞	破洞	pòdòng	Vp-sep	to have a hole	
B3L02-I-23	發票	发票	fāpiào	N	receipt	
B3L02-I-24	弄	弄	nòng	V	(pro-verb) to cause, to do	
B3L02-I-25	退	退	tuì	V	to return (purchases)	
B3L02-I-26	換	换	huàn	V	to exchange	
B3L02-I-27	店長	店长	diànzhǎng	N	store manager	
B3L02-I-28	週年慶	周年庆	zhōunián qìng		anniversary	
B3L02-I-29	一般來說	一般来说	yìbān láishuō		generally speaking	
B3L02-I-30	試穿	试穿	shì chuān		to try on (garments)	
B3L02-I-31	打完折	打完折	dǎ wán zhé		after discouont	
B3L02-I-32	弄丟	弄丢	nòng diū		to lose	
B3L02-II-01	購物	购物	gòuwù	Vi	to go shopping	
B3L02-II-02	糾紛	纠纷	jiūfēn	N	dispute	
B3L02-II-03	電信	电信	diànxìn	N	telecommunications	
B3L02-II-04	門市	门市	ménshì	N	retail outlet	
B3L02-II-05	居留證	居留证	jūliúzhèng	N	Alien Resident Certificate (ARC in Taiwan)	
B3L02-II-06	月租型	月租型	yuèzūxíng	N	a monthly plan	
B3L02-II-07	帳單	帐单	zhàngdān	N	bill	
B3L02-II-08	並	并	bìng	Adv	contrary to assumption (followed by a negative statement)	
B3L02-II-09	包括	包括	bāokuò	V	to include	
