ID	Traditional	Pinyin	POS	Meaning	Tags	Audio
B3L11-I-32	淡水	Dànshuǐ		Tamsui	Place	[sound:B3.11-02.032.mp3]
B3L11-I-33	漢人	Hàn rén		Han-ethnic Chinese		[sound:B3.11-02.033.mp3]
B3L11-I-34	鄭成功	Zhèng Chénggōng		Koxinga, 國姓爺, 1624-1662, who ruled Taiwan against the Manchu sovereignty		[sound:B3.11-02.034.mp3]
B3L11-I-35	明朝	Míng cháo		Ming Dynasty, 1368-1644		[sound:B3.11-02.035.mp3]
B3L11-I-36	中南美洲	Zhōngnán Měizhōu		Central and South America		[sound:B3.11-02.036.mp3]
B3L11-I-37	清朝	Qīng cháo		Qing Dynasty, 1644-1911		[sound:B3.11-02.037.mp3]
B3L11-I-38	大清帝國	Dàqīng dìguó		the Qing Empire		[sound:B3.11-02.038.mp3]
B3L11-I-39	輪到	lúndào		one's turn, it's up to		[sound:B3.11-02.039.mp3]
B3L11-I-40	十七世紀初	shíqī shìjì chū		early 17th century		[sound:B3.11-02.040.mp3]
B3L11-I-41	打敗	dǎ bài		to defeat		[sound:B3.11-02.041.mp3]
B3L11-I-42	十七世紀末	shíqī shìjì mò		late 17th century		[sound:B3.11-02.042.mp3]
B3L11-II-01	餐桌	cānzhuō	N	dining table		[sound:B3.11-04.001.mp3]
B3L11-II-02	中式	Zhōngshì	N	Chinese-style		[sound:B3.11-04.002.mp3]
B3L11-II-03	套	tào	M	set of (books, clothes, equipment etc)		[sound:B3.11-04.003.mp3]
B3L11-II-04	燒餅	shāobǐng	N	clay oven sesame seed biscuits, like Indian 'nan'		[sound:B3.11-04.004.mp3]
B3L11-II-05	油條	yóutiáo	N	deep-fried dough sticks		[sound:B3.11-04.005.mp3]
B3L11-II-06	飯糰	fàntuán	N	rice rolls with various fillings		[sound:B3.11-04.006.mp3]
B3L11-II-07	豆漿	dòujiāng	N	soy milk		[sound:B3.11-04.007.mp3]
B3L11-II-08	內戰	nèizhàn	N	civil war		[sound:B3.11-04.008.mp3]
B3L11-II-09	人民	rénmín	N	the people		[sound:B3.11-04.009.mp3]
B3L11-II-10	攤子	tānzi	N	roadside stand, vendor's stall		[sound:B3.11-04.010.mp3]
B3L11-II-11	菜單	càidān	N	menu		[sound:B3.11-04.011.mp3]
B3L11-II-12	蘿蔔	luóbo	N	daikon radish		[sound:B3.11-04.012.mp3]
B3L11-II-13	接著	jiēzhe	Adv	to continue, to pick up where something left off		[sound:B3.11-04.013.mp3]
B3L11-II-14	戰爭	zhànzhēng	N	war		[sound:B3.11-04.014.mp3]
B3L11-II-15	不斷	búduàn	Vs	continual, incessant		[sound:B3.11-04.015.mp3]
B3L11-II-16	遷移	qiānyí	Vi	to migrate		[sound:B3.11-04.016.mp3]
B3L11-II-17	多半	duōbàn	Adv	mostly, in the majority of cases		[sound:B3.11-04.017.mp3]
B3L11-II-18	困難	kùnnán	Vs	difficult		[sound:B3.11-04.018.mp3]
B3L11-II-19	節儉	jiéjiǎn	Vs	frugal		[sound:B3.11-04.019.mp3]
B3L11-II-20	主婦	zhǔfù	N	housewife		[sound:B3.11-04.020.mp3]
B3L11-II-21	煎	jiān	V	to pan fry		[sound:B3.11-04.021.mp3]
B3L11-II-22	菜色	càisè	N	variety of dishes		[sound:B3.11-04.022.mp3]
B3L11-II-23	以及	yǐjí	Conj	and, as well as		[sound:B3.11-04.023.mp3]
B3L11-II-24	美味	měiwèi	Vs	delicious		[sound:B3.11-04.024.mp3]
B3L11-II-25	點心	diǎnxīn	N	desserts		[sound:B3.11-04.025.mp3]
B3L11-II-26	日式	Rìshì	N	Japanese-style		[sound:B3.11-04.026.mp3]
B3L11-II-27	飲食	yǐnshí	N	food, diet		[sound:B3.11-04.027.mp3]
B3L11-II-28	深	shēn	Vs	deep		[sound:B3.11-04.028.mp3]
B3L11-II-29	蔣介石	Jiǎng Jièshí		Chiang Kai-Shek, 1887-1975	People	[sound:B3.11-04.029.mp3]
B3L11-II-30	國共內戰	Guó Gòng nèizhàn		the Chinese Civil War (i.e., between the Kuomintang and the Communists), 1927-1937, 1945-1950		[sound:B3.11-04.030.mp3]
B3L11-II-31	客家人	Kèjiā rén		the Hakka people, a branch of Han		[sound:B3.11-04.031.mp3]
B3L11-II-32	閩南人	Mǐnnán rén		the Southern Min people, also called Hokkien		[sound:B3.11-04.032.mp3]
B3L11-II-33	蛋餅	dàn bǐng		an egg wrap		[sound:B3.11-04.033.mp3]
B3L11-II-34	打輸	dǎ shū		to be defeated		[sound:B3.11-04.034.mp3]
B3L11-II-35	擺攤子	bǎi tānzi		to set up a vendor's stall		[sound:B3.11-04.035.mp3]
B3L11-II-36	蘿蔔糕	luóbo gāo		daikon cakes		[sound:B3.11-04.036.mp3]
B3L11-II-37	烹飪課	pēngrèn kè		cooking class		[sound:B3.11-04.037.mp3]
B3L11-II-38	曬乾	shài gān		to sun dry		[sound:B3.11-04.038.mp3]
B3L11-II-39	各種各樣	gèzhǒng gèyàng		various types		[sound:B3.11-04.039.mp3]
B3L11-II-40	殖民統治	zhímín tǒngzhì		to colonise and rule		[sound:B3.11-04.040.mp3]
B3L11-II-41	味噌湯	wèizēng tāng		miso soup (Japanese food)		[sound:B3.11-04.041.mp3]
B3L11-II-42	蘿蔔乾	luóbo gān		dried daikon		[sound:B3.11-04.042.mp3]
B3L11-II-43	進一步	jìn yí bù		further		[sound:B3.11-04.043.mp3]
B3L12-I-01	投票	tóupiào	V-sep	to vote		[sound:B3.12-02.001.mp3]
B3L12-I-02	抱歉	bàoqiàn	Vs	sorry, apologetic		[sound:B3.12-02.002.mp3]
B3L12-I-03	表妹	biǎomèi	N	younger female cousin		[sound:B3.12-02.003.mp3]
B3L12-I-04	反核	fǎn hé	Vs-attr	anti-nuclear		[sound:B3.12-02.004.mp3]
B3L12-I-05	遊行	yóuxíng	N	demonstration, rally, parade		[sound:B3.12-02.005.mp3]
B3L12-I-06	政治	zhèngzhì	N	politics		[sound:B3.12-02.006.mp3]
B3L12-I-07	熱衷	rèzhōng	Vst	enthusiastic about, passionate about		[sound:B3.12-02.007.mp3]
B3L12-I-08	前途	qiántú	N	future, prospects		[sound:B3.12-02.008.mp3]
B3L12-I-09	勸	quàn	V	to persuade, to urge		[sound:B3.12-02.009.mp3]
B3L12-I-10	而已	éryǐ	Ptc	only, merely		[sound:B3.12-02.010.mp3]
B3L12-I-11	民主	mínzhǔ	Vs	democratic		[sound:B3.12-02.011.mp3]
B3L12-I-12	表達	biǎodá	V	to express		[sound:B3.12-02.012.mp3]
B3L12-I-13	公共	gōnggòng	Vs-attr	public		[sound:B3.12-02.013.mp3]
B3L12-I-14	議題	yìtí	N	issue		[sound:B3.12-02.014.mp3]
B3L12-I-15	核能	hénéng	N	nuclear power		[sound:B3.12-02.015.mp3]
B3L12-I-16	電廠	diànchǎng	N	power plant		[sound:B3.12-02.016.mp3]
B3L12-I-17	由	yóu	Prep	up to, by (a doer)		[sound:B3.12-02.017.mp3]
B3L12-I-18	專家	zhuānjiā	N	expert, specialist		[sound:B3.12-02.018.mp3]
B3L12-I-19	全面	quánmiàn	Adv	comprehensively		[sound:B3.12-02.019.mp3]
B3L12-I-20	民意	mínyì	N	public will, popular opinion		[sound:B3.12-02.020.mp3]
B3L12-I-21	代表	dàibiǎo	N	representative		[sound:B3.12-02.021.mp3]
B3L12-I-22	處理	chǔlǐ	V	to deal with, handle, tackle		[sound:B3.12-02.022.mp3]
B3L12-I-23	政黨	zhèngdǎng	N	political party		[sound:B3.12-02.023.mp3]
B3L12-I-24	難道	nándào	Adv	Could it be that...?, Is it that...?		[sound:B3.12-02.024.mp3]
B3L12-I-25	滿	mǎn	Vpt	to become		[sound:B3.12-02.025.mp3]
B3L12-I-26	憲法	xiànfǎ	N	constitution		[sound:B3.12-02.026.mp3]
B3L12-I-27	投票權	tóupiào quán	N	right to vote, suffrage		[sound:B3.12-02.027.mp3]
B3L12-I-28	選舉	xuǎnjǔ	N	election		[sound:B3.12-02.028.mp3]
B3L12-I-29	權利	quánlì	N	right		[sound:B3.12-02.029.mp3]
B3L12-I-30	表示	biǎoshì	V	to mean, indicate		[sound:B3.12-02.030.mp3]
B3L12-I-31	反映	fǎnyìng	Vpt	to reflect		[sound:B3.12-02.031.mp3]
B3L12-I-32	為	wèi	Prep	for		[sound:B3.12-02.032.mp3]
B3L12-I-33	服務	fúwù	V	to serve		[sound:B3.12-02.033.mp3]
B3L12-I-34	職位	zhíwèi	N	position, job		[sound:B3.12-02.034.mp3]
B3L12-I-35	任期	rènqí	N	term of office		[sound:B3.12-02.035.mp3]
B3L12-I-36	選民	xuǎnmín	N	voters, electorate		[sound:B3.12-02.036.mp3]
B3L12-I-37	完美	wánměi	Vs	perfect		[sound:B3.12-02.037.mp3]
B3L12-I-38	積極	jījí	Vs	actively, to take it upon oneself to, take the initiative to		[sound:B3.12-02.038.mp3]
B3L12-I-39	最佳	zuìjiā	Vs-attr	the very best, the best possible		[sound:B3.12-02.039.mp3]
B3L12-I-40	推銷員	tuīxiāoyuán	N	salesperson		[sound:B3.12-02.040.mp3]
B3L12-I-41	有道理	yǒu dàolǐ		there's some truth (to what you are saying)		[sound:B3.12-02.041.mp3]
B3L12-I-42	候選人	hòuxuǎn rén		candidate		[sound:B3.12-02.042.mp3]
B3L12-II-01	學術界	xuéshùjiè	N	academia, the academic fields or circles		[sound:B3.12-04.001.mp3]
B3L12-II-02	從政	cóngzhèng	Vi	to engage in politics		[sound:B3.12-04.002.mp3]
B3L12-II-03	政策	zhèngcè	N	policy		[sound:B3.12-04.003.mp3]
B3L12-II-04	安定	āndìng	Vs	stable		[sound:B3.12-04.004.mp3]
B3L12-II-05	辭	cí	Vp	to quit, resign		[sound:B3.12-04.005.mp3]
B3L12-II-06	頭腦	tóunǎo	N	brain, mind		[sound:B3.12-04.006.mp3]
B3L12-II-07	改革	gǎigé	N	reforms		[sound:B3.12-04.007.mp3]
B3L12-II-08	看法	kànfǎ	N	view, opinion		[sound:B3.12-04.008.mp3]
B3L12-II-09	教育	jiàoyù	N	education		[sound:B3.12-04.009.mp3]
B3L12-II-10	方面	fāngmiàn	N	in the areas of (an issue)		[sound:B3.12-04.010.mp3]
B3L12-II-11	得到	dédào	V	to obtain		[sound:B3.12-04.011.mp3]
B3L12-II-12	連任	liánrèn	V	to serve a successive term		[sound:B3.12-04.012.mp3]
B3L12-II-13	屆	jiè	M	term, tenure of elected office		[sound:B3.12-04.013.mp3]
B3L12-II-14	支持度	zhīchídù	N	approval rating		[sound:B3.12-04.014.mp3]
B3L12-II-15	落選	luòxuǎn	Vp	to lose an election		[sound:B3.12-04.015.mp3]
B3L12-II-16	得票率	dépiàolǜ	N	percentage of votes received		[sound:B3.12-04.016.mp3]
B3L12-II-17	預期	yùqí	N	expectation		[sound:B3.12-04.017.mp3]
B3L12-II-18	暫時	zhànshí	Adv	temporarily, for the time being (or Cn zànshí)		[sound:B3.12-04.018.mp3]
B3L12-II-19	老家	lǎojiā	N	hometown		[sound:B3.12-04.019.mp3]
B3L12-II-20	形象	xíngxiàng	N	image		[sound:B3.12-04.020.mp3]
B3L12-II-21	商量	shāngliáng	V	to confer, consult with		[sound:B3.12-04.021.mp3]
B3L12-II-22	人脈	rénmài	N	network of people, contacts		[sound:B3.12-04.022.mp3]
B3L12-II-23	弱勢	ruòshì	N	disadvantaged (lit. weak power)		[sound:B3.12-04.023.mp3]
B3L12-II-24	退休	tuìxiū	Vp	to retire		[sound:B3.12-04.024.mp3]
B3L12-II-25	事業	shìyè	N	business, career		[sound:B3.12-04.025.mp3]
B3L12-II-26	捐	juān	V	to donate		[sound:B3.12-04.026.mp3]
B3L12-II-27	義務	yìwù	Adv	to volunteer, on a voluntary basis, to do something gratis		[sound:B3.12-04.027.mp3]
B3L12-II-28	經費	jīngfèi	N	funds		[sound:B3.12-04.028.mp3]
B3L12-II-29	競選	jìngxuǎn	V	run for (an office)		[sound:B3.12-04.029.mp3]
B3L12-II-30	也許	yěxǔ	Adv	perhaps		[sound:B3.12-04.030.mp3]
B3L12-II-31	政治界	zhèngzhìjiè	N	the world of politics		[sound:B3.12-04.031.mp3]
B3L12-II-32	權力	quánlì	N	power		[sound:B3.12-04.032.mp3]
B3L12-II-33	辭掉	cídiào		to quit, resign		[sound:B3.12-04.033.mp3]
B3L12-II-34	提出	tíchū		to propose		[sound:B3.12-04.034.mp3]
B3L12-II-35	國民年金	guómín niánjīn		national pension (scheme)		[sound:B3.12-04.035.mp3]
B3L12-II-36	中間選民	zhōngjiān xuǎnmín		swing voters		[sound:B3.12-04.036.mp3]
B3L12-II-37	一陣子	yí zhèn zi		a while, a short duration of time		[sound:B3.12-04.037.mp3]
B3L12-II-38	下一步	xià yí bù		the next step (in doing things)		[sound:B3.12-04.038.mp3]
B3L12-II-39	盡可能	jìn kěnéng		as far as possible, do one's best		[sound:B3.12-04.039.mp3]
B3L12-II-40	出版社	chūbǎn shè		publishing company		[sound:B3.12-04.040.mp3]
B3L12-II-41	捐出	juānchū		to donate		[sound:B3.12-04.041.mp3]
B3L12-II-42	二手書	èrshǒu shū		secondhand book		[sound:B3.12-04.042.mp3]
B4L01-I-01	小玲	Xiǎolíng		Xiaoling, female	People	[sound:B4.01-02.001.mp3]
B4L01-I-02	阿建	Ājiàn		Ajian, male	People	[sound:B4.01-02.002.mp3]
B4L01-I-03	聊天室	liáotiānshì	N	chatroom (室 -shì, room)		[sound:B4.01-02.003.mp3]
B4L01-I-04	上班族	shàngbānzú	N	(office) workers (族 -zú, group)		[sound:B4.01-02.004.mp3]
B4L01-I-05	與其	yǔqí	Conj	rather than		[sound:B4.01-02.005.mp3]
B4L01-I-06	冷清	lěngqīng	Vs	deserted, empty		[sound:B4.01-02.006.mp3]
B4L01-I-07	高就	gāojiù	Vi	to work (honorific)		[sound:B4.01-02.007.mp3]
B4L01-I-08	部門	bùmén	N	department		[sound:B4.01-02.008.mp3]
B4L01-I-09	厲害	lìhài	Vs	impressive, good, awesome		[sound:B4.01-02.009.mp3]
B4L01-I-10	加班	jiābān	V-sep	to work overtime		[sound:B4.01-02.010.mp3]
B4L01-I-11	類	lèi	M	kind, type		[sound:B4.01-02.011.mp3]
B4L01-I-12	恐怖片	kǒngbùpiàn	N	horror movie (恐怖 kǒngbù, scary; 片 -piàn, film)		[sound:B4.01-02.012.mp3]
B4L01-I-13	愛情片	àiqíngpiàn	N	love story or romance movie		[sound:B4.01-02.013.mp3]
B4L01-I-14	嚇	xià	Vp	to be scared		[sound:B4.01-02.014.mp3]
B4L01-I-15	哭	kū	V	to cry		[sound:B4.01-02.015.mp3]
B4L01-I-16	上癮	shàngyǐn	Vp	to get hooked on, addicted		[sound:B4.01-02.016.mp3]
B4L01-I-17	刺激	cìjī	Vs	stimulating		[sound:B4.01-02.017.mp3]
B4L01-I-18	簡直	jiǎnzhí	Adv	simply, really		[sound:B4.01-02.018.mp3]
B4L01-I-19	膽子	dǎnzi	N	guts, courage		[sound:B4.01-02.019.mp3]
B4L01-I-20	部	bù	M	measure word for movies		[sound:B4.01-02.020.mp3]
B4L01-I-21	限制級	xiànzhìjí	N	restricted (viewing for movies) (限制 xiànzhì, restricted; 級 -jí, level)		[sound:B4.01-02.021.mp3]
B4L01-I-22	電影院	diànyǐngyuàn	N	cinema, movie theater		[sound:B4.01-02.022.mp3]
B4L01-I-23	呃	è	Ptc	uh, interjection indicating embarrassment		[sound:B4.01-02.023.mp3]
B4L01-I-24	建設公司	jiànshè gōngsī		construction company		[sound:B4.01-02.024.mp3]
B4L01-I-25	業務經理	yèwù jīnglǐ		business manager		[sound:B4.01-02.025.mp3]
B4L01-I-26	室內設計	shìnèi shèjì		interior design		[sound:B4.01-02.026.mp3]
B4L01-II-01	溫暖	wēnnuǎn	Vs	warm		[sound:B4.01-04.001.mp3]
B4L01-II-02	目前	mùqián	Adv	currently		[sound:B4.01-04.002.mp3]
B4L01-II-03	所	suǒ	M	measure word for schools		[sound:B4.01-04.003.mp3]
B4L01-II-04	就讀	jiùdú	Vi	to be enrolled as a student		[sound:B4.01-04.004.mp3]
B4L01-II-05	不至於	búzhìyú	Adv	not so, not to that degree, not so much that		[sound:B4.01-04.005.mp3]
B4L01-II-06	但	dàn	Conj	but, however (formal)		[sound:B4.01-04.006.mp3]
B4L01-II-07	放學	fàngxué	Vp	after school, when school lets out		[sound:B4.01-04.007.mp3]
B4L01-II-08	後	hòu	N	afterwards (formal)		[sound:B4.01-04.008.mp3]
B4L01-II-09	解決	jiějué	V	to take care		[sound:B4.01-04.009.mp3]
B4L01-II-10	寂寞	jímò	Vs	lonely		[sound:B4.01-04.010.mp3]
B4L01-II-11	網友	wǎngyǒu	N	online friends		[sound:B4.01-04.011.mp3]
B4L01-II-12	陪伴	péibàn	V	to keep somebody company		[sound:B4.01-04.012.mp3]
B4L01-II-13	電腦	diànnǎo	N	computer		[sound:B4.01-04.013.mp3]
B4L01-II-14	進入	jìnrù	V	to enter		[sound:B4.01-04.014.mp3]
B4L01-II-15	線上	xiànshàng	N	online		[sound:B4.01-04.015.mp3]
B4L01-II-16	感情	gǎnqíng	N	emotions, feelings, love		[sound:B4.01-04.016.mp3]
B4L01-II-17	小氣	xiǎoqì	Vs	to be stingy		[sound:B4.01-04.017.mp3]
B4L01-II-18	時	shí	N	when (formal)		[sound:B4.01-04.018.mp3]
B4L01-II-19	往往	wǎngwǎng	Adv	oftentimes, generally		[sound:B4.01-04.019.mp3]
B4L01-II-20	打氣	dǎqì	Vi	to cheer on/up		[sound:B4.01-04.020.mp3]
B4L01-II-21	安慰	ānwèi	V	to comfort		[sound:B4.01-04.021.mp3]
B4L01-II-22	心裡	xīnlǐ	N	in (one's) mind		[sound:B4.01-04.022.mp3]
B4L01-II-23	大膽	dàdǎn	Vs	to be bold, courageous		[sound:B4.01-04.023.mp3]
B4L01-II-24	紓解	shūjiě	V	to relieve		[sound:B4.01-04.024.mp3]
B4L01-II-25	轉換	zhuǎnhuàn	V	to change, transform		[sound:B4.01-04.025.mp3]
B4L01-II-26	虛擬	xūnǐ	Vs-attr	virtual		[sound:B4.01-04.026.mp3]
B4L01-II-27	現實	xiànshí	Vs	actual, real		[sound:B4.01-04.027.mp3]
B4L01-II-28	心理	xīnlǐ	N	psychological, mental		[sound:B4.01-04.028.mp3]
B4L01-II-29	即使	jíshǐ	Conj	even if, even though		[sound:B4.01-04.029.mp3]
B4L01-II-30	責備	zébèi	V	to reproach, get on somebody's case		[sound:B4.01-04.030.mp3]
B4L01-II-31	期待	qídài	N	expectations		[sound:B4.01-04.031.mp3]
B4L01-II-32	喘氣	chuǎnqì	V-sep	to gasp, pant		[sound:B4.01-04.032.mp3]
B4L01-II-33	自在	zìzài	Vs	to be at ease, relaxed		[sound:B4.01-04.033.mp3]
B4L01-II-34	交友	jiāoyǒu	Vi	to make friends (with)		[sound:B4.01-04.034.mp3]
B4L01-II-35	暴力	bàolì	N	violence		[sound:B4.01-04.035.mp3]
B4L01-II-36	點	diǎn	V	to click (on)		[sound:B4.01-04.036.mp3]
B4L01-II-37	懂得	dǒngde	Vst	to know how to		[sound:B4.01-04.037.mp3]
B4L01-II-38	陷阱	xiànjǐng	N	trap, snare		[sound:B4.01-04.038.mp3]
B4L01-II-39	明星高中	míngxīng gāozhōng		distinguished, exclusive high school		[sound:B4.01-04.039.mp3]
B4L01-II-40	早出晚歸	zǎochū wǎnguī		to leave home early and get home late		[sound:B4.01-04.040.mp3]
B4L01-II-41	打開	dǎkāi		to turn on, to power on		[sound:B4.01-04.041.mp3]
B4L01-II-42	喘不過氣	chuǎnbúguò qì		to be under great pressure, (lit.) unable to breathe		[sound:B4.01-04.042.mp3]
B4L01-II-43	躲進	duǒjìn		to hide oneself in		[sound:B4.01-04.043.mp3]
B4L01-II-44	掉進	diàojìn		to fall into		[sound:B4.01-04.044.mp3]
B4L02-I-01	李雲真	Lǐ Yúnzhēn		Li Yunzhen, female	People	[sound:B4.02-02.001.mp3]
B4L02-I-02	眼睛	yǎnjīng	N	eye		[sound:B4.02-02.002.mp3]
B4L02-I-03	耳朵	ěrduo	N	ear		[sound:B4.02-02.003.mp3]
B4L02-I-04	饗宴	xiǎngyàn	N	feast		[sound:B4.02-02.004.mp3]
B4L02-I-05	打扮	dǎbàn	V	to put on makeup, to dress up, to disguise		[sound:B4.02-02.005.mp3]
B4L02-I-06	音樂廳	yīnyuètīng	N	music hall, concert hall (廳 -tīng, hall)		[sound:B4.02-02.006.mp3]
B4L02-I-07	表演	biǎoyǎn	N/V	performance; to perform		[sound:B4.02-02.007.mp3]
B4L02-I-08	整齊	zhěngqí	Vs	neat		[sound:B4.02-02.008.mp3]
B4L02-I-09	穿著	chuānzhuó	N	attire		[sound:B4.02-02.009.mp3]
B4L02-I-10	丟臉	diūliǎn	Vs-sep	to lose face, to be embarrassed		[sound:B4.02-02.010.mp3]
B4L02-I-11	短褲	duǎnkù	N	shorts		[sound:B4.02-02.011.mp3]
B4L02-I-12	涼鞋	liángxié	N	sandals		[sound:B4.02-02.012.mp3]
B4L02-I-13	擋	dǎng	V	to block		[sound:B4.02-02.013.mp3]
B4L02-I-14	演出者	yǎnchūzhě	N	performer (演出 yǎnchū, to perform; 者 zhě, person)		[sound:B4.02-02.014.mp3]
B4L02-I-15	尊重	zūnzhòng	Vst	to respect		[sound:B4.02-02.015.mp3]
B4L02-I-16	社交	shèjiāo	N	socialization		[sound:B4.02-02.016.mp3]
B4L02-I-17	免得	miǎnde	Conj	lest, so as not to, to avoid		[sound:B4.02-02.017.mp3]
B4L02-I-18	中場	zhōngchǎng	N	intermission, halftime		[sound:B4.02-02.018.mp3]
B4L02-I-19	準時	zhǔnshí	Vs	to be punctual, on time		[sound:B4.02-02.019.mp3]
B4L02-I-20	禮貌	lǐmào	N	courtesy		[sound:B4.02-02.020.mp3]
B4L02-I-21	或	huò	Conj	or (formal)		[sound:B4.02-02.021.mp3]
B4L02-I-22	熟	shóu	Vs	to be familiar with, to be close to somebody		[sound:B4.02-02.022.mp3]
B4L02-I-23	提	tí	V	to bring up, mention		[sound:B4.02-02.023.mp3]
B4L02-I-24	咳嗽	késòu	Vi	to cough		[sound:B4.02-02.024.mp3]
B4L02-I-25	關	guān	V	to close, shut off		[sound:B4.02-02.025.mp3]
B4L02-I-26	哇	wa	Ptc	yikes, oh no		[sound:B4.02-02.026.mp3]
B4L02-I-27	水準	shuǐzhǔn	N	class, cultural standard		[sound:B4.02-02.027.mp3]
B4L02-I-28	手冊	shǒucè	N	programme, manual		[sound:B4.02-02.028.mp3]
B4L02-I-29	洗手間	xǐshǒujiān	N	restroom (間 -jiān, part of 房間, room)		[sound:B4.02-02.029.mp3]
B4L02-I-30	提醒	tíxǐng	V	to remind		[sound:B4.02-02.030.mp3]
B4L02-I-31	響	xiǎng	Vp	to sound		[sound:B4.02-02.031.mp3]
B4L02-I-32	糟	zāo	Vs	awful		[sound:B4.02-02.032.mp3]
B4L02-I-33	噓	xū	Ptc	Shh, to hush		[sound:B4.02-02.033.mp3]
B4L02-I-34	看不成	kànbùchéng		to miss out		[sound:B4.02-02.034.mp3]
B4L02-I-35	聯絡感情	liánluò gǎnqíng		to get to know each other better, to strengthen ties with each other		[sound:B4.02-02.035.mp3]
B4L02-I-36	擤鼻涕	xǐng bítì		to blow one's nose		[sound:B4.02-02.036.mp3]
B4L02-II-01	場	chǎng	M	measure word for performances		[sound:B4.02-04.001.mp3]
B4L02-II-02	強調	qiángdiào	V	to stress		[sound:B4.02-04.002.mp3]
B4L02-II-03	團體	tuántǐ	N	group		[sound:B4.02-04.003.mp3]
B4L02-II-04	千萬	qiānwàn	Adv	by all means		[sound:B4.02-04.004.mp3]
B4L02-II-05	鋼琴	gāngqín	N	piano		[sound:B4.02-04.005.mp3]
B4L02-II-06	小提琴	xiǎotíqín	N	violin		[sound:B4.02-04.006.mp3]
B4L02-II-07	古典	gǔdiǎn	Vs	classical		[sound:B4.02-04.007.mp3]
B4L02-II-08	畫家	huàjiā	N	painter		[sound:B4.02-04.008.mp3]
B4L02-II-09	畫	huà	V/N	to paint; painting		[sound:B4.02-04.009.mp3]
B4L02-II-10	舞蹈	wǔdào	N	dance		[sound:B4.02-04.010.mp3]
B4L02-II-11	文學	wénxué	N	literature		[sound:B4.02-04.011.mp3]
B4L02-II-12	繪畫	huìhuà	N	(act of) painting, drawing		[sound:B4.02-04.012.mp3]
B4L02-II-13	等	děng	Ptc	etc., and so forth		[sound:B4.02-04.013.mp3]
B4L02-II-14	寺廟	sìmiào	N	temple		[sound:B4.02-04.014.mp3]
B4L02-II-15	表現	biǎoxiàn	V/N	to manifest, express; manifestation, expression		[sound:B4.02-04.015.mp3]
B4L02-II-16	之	zhī	Ptc	of (from classical Chinese, roughly equivalent to the modern Chinese 的 )		[sound:B4.02-04.016.mp3]
B4L02-II-17	劇情	jùqíng	N	story, plot, storyline		[sound:B4.02-04.017.mp3]
B4L02-II-18	導演	dǎoyǎn	N	director (movies)		[sound:B4.02-04.018.mp3]
B4L02-II-19	所	suǒ	Ptc	a verbal marker (marking what comes after as a verb)		[sound:B4.02-04.019.mp3]
B4L02-II-20	紅	hóng	Vs	popular (of an actress or singer)		[sound:B4.02-04.020.mp3]
B4L02-II-21	明星	míngxīng	N	movie stars		[sound:B4.02-04.021.mp3]
B4L02-II-22	演技	yǎnjì	N	acting skills		[sound:B4.02-04.022.mp3]
B4L02-II-23	得	dé	Vpt	to get, obtain, receive		[sound:B4.02-04.023.mp3]
B4L02-II-24	獎	jiǎng	N	award		[sound:B4.02-04.024.mp3]
B4L02-II-25	廣場	guǎngchǎng	N	plaza		[sound:B4.02-04.025.mp3]
B4L02-II-26	或	huò	Conj	or		[sound:B4.02-04.026.mp3]
B4L02-II-27	仔細	zǐxì	Adv	carefully, attentively		[sound:B4.02-04.027.mp3]
B4L02-II-28	留意	liúyì	Vst	to pay attention to, take note of		[sound:B4.02-04.028.mp3]
B4L02-II-29	處處	chùchù	Adv	everywhere		[sound:B4.02-04.029.mp3]
B4L02-II-30	滿足	mǎnzú	Vst	to satisfy		[sound:B4.02-04.030.mp3]
B4L02-II-31	豐盛	fēngshèng	Vs	sumptuous, abundant		[sound:B4.02-04.031.mp3]
B4L02-II-32	國家戲劇院	Guójiā Xìjùyuàn		National Theater	Place	[sound:B4.02-04.032.mp3]
B4L02-II-33	雲門舞集	Yúnmén Wǔjí		Cloud Gate Dance Theatre	Place	[sound:B4.02-04.033.mp3]
B4L02-II-34	國家音樂廳	Guójiā Yīnyuètīng		National Concert Hall	Place	[sound:B4.02-04.034.mp3]
B4L02-II-35	金馬影展	Jīnmǎ Yǐngzhǎn		Golden Horse Film Festival		[sound:B4.02-04.035.mp3]
B4L02-II-36	現代舞	xiàndài wǔ		modern dance		[sound:B4.02-04.036.mp3]
B4L02-II-37	無人不知無人不曉	wúrén bùzhī wúrén bùxiǎo		known to all		[sound:B4.02-04.037.mp3]
B4L02-II-38	百聞不如一見	bǎiwén bùrú yíjiàn		seeing it once is better than hearing about it a hundred times		[sound:B4.02-04.038.mp3]
B4L02-II-39	老街	lǎojiē		old street		[sound:B4.02-04.039.mp3]
B4L02-II-40	街頭藝術	jiētóu yìshù		street art		[sound:B4.02-04.040.mp3]
B4L02-II-41	裝置藝術	zhuāngzhì yìshù		installation art		[sound:B4.02-04.041.mp3]
B4L02-II-42	填飽	tiánbǎo		to fill one's belly		[sound:B4.02-04.042.mp3]
B4L02-II-43	口腹之慾	kǒufù zhīyù		the desire of one's palate		[sound:B4.02-04.043.mp3]
B4L03-I-01	李文麗	Lǐ Wénlì		Li Wenli, female	People	[sound:B4.03-02.001.mp3]
B4L03-I-02	外婆	wàipó	N	grandma		[sound:B4.03-02.002.mp3]
