ID	Traditional	Pinyin	POS	Meaning
B3L12-II-29	競選	jìngxuǎn	V	run for (an office)
B3L12-II-30	也許	yěxǔ	Adv	perhaps
B3L12-II-31	政治界	zhèngzhìjiè	N	the world of politics
B3L12-II-32	權力	quánlì	N	power
B3L12-II-33	辭掉	cídiào		to quit, resign
B3L12-II-34	提出	tíchū		to propose
B3L12-II-35	國民年金	guómín niánjīn		national pension (scheme)
B3L12-II-36	中間選民	zhōngjiānxuǎnmín		swing voters
B3L12-II-37	一陣子	yí zhèn zi		a while, a short duration of time
B3L12-II-38	下一步	xià yí bù		the next step (in doing things)
B3L12-II-39	盡可能	jìn kěnéng		as far as possible, do one's best
B3L12-II-40	出版社	chūbǎn shè		publishing company
B3L12-II-41	捐出	juānchū		to donate
B3L12-II-42	二手書	èrshǒu shū		secondhand book
B4L01-I-01	小玲	Xiǎolíng		Xiaoling, female
B4L01-I-02	阿建	Ājiàn		Ajian, male
B4L01-I-03	聊天室	liáotiānshì	N	chatroom (室 -shì, room)
B4L01-I-04	上班族	shàngbānzú	N	(office) workers (族 -zú, group)
B4L01-I-05	與其	yǔqí	Conj	rather than
B4L01-I-06	冷清	lěngqīng	Vs	deserted, empty
B4L01-I-07	高就	gāojiù	Vi	to work (honorific)
B4L01-I-08	部門	bùmén	N	department
B4L01-I-09	厲害	lìhài	Vs	impressive, good, awesome
B4L01-I-10	加班	jiābān	V-sep	to work overtime
B4L01-I-11	類	lèi	M	kind, type
B4L01-I-12	恐怖片	kǒngbùpiàn	N	horror movie
B4L01-I-13	愛情片	àiqíngpiàn	N	love story or romance movie (愛情 àiqíng, love)
B4L01-I-14	嚇	xià	Vp	to be scared
B4L01-I-15	哭	kū	V	to cry
B4L01-I-16	上癮	shàngyǐn	Vp	to get hooked on, addicted
B4L01-I-17	刺激	cìjī	Vs	stimulating
B4L01-I-18	簡直	jiǎnzhí	Adv	simply, really, basically. Used for exaggerating&nbsp;
B4L01-I-19	膽子	dǎnzi	N	guts, courage
B4L01-I-20	部	bù	M	measure word for movies
B4L01-I-21	限制級	xiànzhìjí	N	restricted (viewing for movies)
B4L01-I-22	電影院	diànyǐngyuàn	N	cinema, movie theater
B4L01-I-23	呃	è	Ptc	uh, interjection indicating embarrassment
B4L01-I-24	建設公司	jiànshè gōngsī		construction company
B4L01-I-25	業務經理	yèwù jīnglǐ		business manager
B4L01-I-26	室內設計	shìnèi shèjì		interior design
B4L01-II-01	溫暖	wēnnuǎn	Vs	warm as in friendly person or as in temperature
B4L01-II-02	目前	mùqián	Adv	currently
B4L01-II-03	所	suǒ	M	measure word for schools
B4L01-II-04	就讀	jiùdú	Vi	to be enrolled as a student
B4L01-II-05	不至於	búzhìyú	Adv	not so, not to that degree, not so much that
B4L01-II-06	但	dàn	Conj	but, however (formal)
B4L01-II-07	放學	fàngxué	Vp	after school, when school lets out
B4L01-II-08	後	hòu	N	afterwards (formal)
B4L01-II-09	解決	jiějué	V	to take care of, to solve
B4L01-II-10	寂寞	jímò	Vs	lonely
B4L01-II-11	網友	wǎngyǒu	N	online friend (dating connotation)
B4L01-II-12	陪伴	péibàn	V	to keep somebody company
B4L01-II-13	電腦	diànnǎo	N	computer
B4L01-II-14	進入	jìnrù	V	to enter
B4L01-II-15	線上	xiànshàng	N	online
B4L01-II-16	感情	gǎnqíng	N	emotions, feelings, love
B4L01-II-17	小氣	xiǎoqì	Vs	to be stingy
B4L01-II-18	時	shí	N	when (formal)
B4L01-II-19	往往	wǎngwǎng	Adv	oftentimes, generally
B4L01-II-20	打氣	dǎqì	Vi	to cheer on/up
B4L01-II-21	安慰	ānwèi	V	to comfort
B4L01-II-22	心裡	xīnlǐ	N	in (one's) mind
B4L01-II-23	大膽	dàdǎn	Vs	to be bold, courageous (slightly negative connotation; reckless)
B4L01-II-24	紓解	shūjiě	V	to relieve
B4L01-II-25	轉換	zhuǎnhuàn	V	to change, transform (often + 心情)
B4L01-II-26	虛擬	xūnǐ	Vs-attr	virtual
B4L01-II-27	現實	xiànshí	Vs	actual, real. Opposite of 虛擬. (also means materialistic or self-interested in certain contexts, negative connotation)
B4L01-II-28	心理	xīnlǐ	N	psychological, mental
B4L01-II-29	即使	jíshǐ	Conj	even if, even though
B4L01-II-30	責備	zébèi	V	to reproach, get on somebody's case
B4L01-II-31	期待	qídài	N	expectations
B4L01-II-32	喘氣	chuǎnqì	V-sep	to gasp, pant
B4L01-II-33	自在	zìzài	Vs	to be at ease, relaxed
B4L01-II-34	交友	jiāoyǒu	Vi	to make friends (with)
B4L01-II-35	暴力	bàolì	N	violence
B4L01-II-36	點	diǎn	V	to click (on)
B4L01-II-37	懂得	dǒngde	Vst	to know how to
B4L01-II-38	陷阱	xiànjǐng	N	trap, snare
B4L01-II-39	明星高中	míngxīng gāozhōng		distinguished, exclusive high school
B4L01-II-40	早出晚歸	zǎochū wǎnguī		to leave home early and get home late
B4L01-II-41	打開	dǎkāi		to turn on, to power on
B4L01-II-42	喘不過氣	chuǎnbúguò qì		to be under great pressure, (lit.) unable to breathe
B4L01-II-43	躲進	duǒjìn		to hide oneself in
B4L01-II-44	掉進	diàojìn		to fall into
B4L02-I-01	李雲真	Lǐ Yúnzhēn		Li Yunzhen, female
B4L02-I-02	眼睛	yǎnjīng	N	eye
B4L02-I-03	耳朵	ěrduo	N	ear
B4L02-I-04	饗宴	xiǎngyàn	N	feast
B4L02-I-05	打扮	dǎbàn	V	to put on makeup
B4L02-I-06	音樂廳	yīnyuètīng	N	music hall, concert hall
B4L02-I-07	表演	biǎoyǎn	N/V	performance; to perform (play or recital)
B4L02-I-08	整齊	zhěngqí	Vs	neat
B4L02-I-09	穿著	chuānzhuó	N	attire
B4L02-I-10	丟臉	diūliǎn	Vs-sep	to lose face, to be embarrassed
B4L02-I-11	短褲	duǎnkù	N	shorts
B4L02-I-12	涼鞋	liángxié	N	sandals
B4L02-I-13	擋	dǎng	V	to block
B4L02-I-14	演出者	yǎnchūzhě	N	performer&nbsp;
B4L02-I-15	尊重	zūnzhòng	Vst	to respect (a specific person, an opinion)
B4L02-I-16	社交	shèjiāo	N	socialization
B4L02-I-17	免得	miǎnde	Conj	lest, so as not to, to avoid
B4L02-I-18	中場	zhōngchǎng	N	intermission, halftime
B4L02-I-19	準時	zhǔnshí	Vs	to be punctual, on time
B4L02-I-20	禮貌	lǐmào	N	courtesy (expected behavior)
B4L02-I-21	或	huò	Conj	or (formal)
B4L02-I-22	熟	shóu	Vs	to be familiar with, to be close to somebody
B4L02-I-23	提	tí	V	to bring up, mention
B4L02-I-24	咳嗽	késòu	Vi	to cough
B4L02-I-25	關	guān	V	to close, shut off
B4L02-I-26	哇	wa	Ptc	yikes, oh no
B4L02-I-27	水準	shuǐzhǔn	N	class, cultural standard
B4L02-I-28	手冊	shǒucè	N	programme, manual
B4L02-I-29	洗手間	xǐshǒujiān	N	restroom
B4L02-I-30	提醒	tíxǐng	V	to remind
B4L02-I-31	響	xiǎng	Vp	to sound
B4L02-I-32	糟	zāo	Vs	awful
B4L02-I-33	噓	xū	Ptc	Shh, to hush
B4L02-I-34	看不成	kànbùchéng		to miss out
B4L02-I-35	聯絡感情	liánluò gǎnqíng		to get to know each other better to strengthen ties with each other
B4L02-I-36	擤鼻涕	xǐng bítì		to blow one's nose
B4L02-II-01	場	chǎng	M	measure word for performances
B4L02-II-02	強調	qiángdiào	V	to stress, emphasize
B4L02-II-03	團體	tuántǐ	N	group
B4L02-II-04	千萬	qiānwàn	Adv	by all means, be sure to, whatever happens&nbsp;
B4L02-II-05	鋼琴	gāngqín	N	piano
B4L02-II-06	小提琴	xiǎotíqín	N	violin
B4L02-II-07	古典	gǔdiǎn	Vs	classical
B4L02-II-08	畫家	huàjiā	N	painter
B4L02-II-09	畫	huà	V/N	to paint; painting
B4L02-II-10	舞蹈	wǔdào	N	dance
B4L02-II-11	文學	wénxué	N	literature
B4L02-II-12	繪畫	huìhuà	N	(act of) painting, drawing
B4L02-II-13	等	děng	Ptc	etc., and so forth
B4L02-II-14	寺廟	sìmiào	N	temple
B4L02-II-15	表現	biǎoxiàn	V/N	to manifest, express; manifestation, expression
B4L02-II-16	之	zhī	Ptc	of (from classical Chinese, roughly equivalent to the modern Chinese 的 )
B4L02-II-17	劇情	jùqíng	N	story, plot, storyline
B4L02-II-18	導演	dǎoyǎn	N	director (movies)
B4L02-II-19	所	suǒ	Ptc	a verbal marker (marking what comes after as a verb)
B4L02-II-20	紅	hóng	Vs	popular (of an actress or singer)
B4L02-II-21	明星	míngxīng	N	movie stars
B4L02-II-22	演技	yǎnjì	N	acting skills
B4L02-II-23	得 (get)	dé	Vpt	to get, obtain, receive
B4L02-II-24	獎	jiǎng	N	award
B4L02-II-25	廣場	guǎngchǎng	N	plaza
B4L02-II-26	或	huò	Conj	or
B4L02-II-27	仔細	zǐxì	Adv	carefully, attentively
B4L02-II-28	留意	liúyì	Vst	to pay attention to, take note of, be aware of, be cautious of, watch out for
B4L02-II-29	處處	chùchù	Adv	everywhere
B4L02-II-30	滿足	mǎnzú	Vst	to satisfy
B4L02-II-31	豐盛	fēngshèng	Vs	sumptuous, abundant
B4L02-II-32	國家戲劇院	Guójiā Xìjùyuàn		National Theater
B4L02-II-33	雲門舞集	Yúnmén Wǔjí		Cloud Gate Dance Theatre
B4L02-II-34	國家音樂廳	Guójiā Yīnyuètīng		National Concert Hall
B4L02-II-35	金馬影展	Jīnmǎ Yǐngzhǎn		Golden Horse Film Festival
B4L02-II-36	現代舞	xiàndài wǔ		modern dance
B4L02-II-37	無人不知無人不曉	wúrén bùzhī wúrén bùxiǎo		known to all
B4L02-II-38	百聞不如一見	bǎiwén bùrú yíjiàn		seeing it once is better than hearing about it a hundred times
B4L02-II-39	老街	lǎojiē		old street
B4L02-II-40	街頭藝術	jiētóu yìshù		street art
B4L02-II-41	裝置藝術	zhuāngzhì yìshù		installation art
B4L02-II-42	填飽	tiánbǎo		to fill one's belly
B4L02-II-43	口腹之慾	kǒufù zhīyù		the desire of one's palate
B4L03-I-01	李文麗	Lǐ Wénlì		Li Wenli, female
B4L03-I-02	外婆	wàipó	N	grandma (maternal)
B4L03-I-03	女裝	nǚzhuāng	N	women's apparel
B4L03-I-04	何必	hébì	Adv	Why bother..., Why must?
B4L03-I-05	指	zhǐ	Vst	to mean, to indicate
B4L03-I-06	划算	huásuàn	Vs	cost effective, a good deal
B4L03-I-07	身材	shēncái	N	figure, build, body (shape)
B4L03-I-08	模特兒	mótèr	N	model
B4L03-I-09	不見得	bújiàndé	Adv	not necessarily
B4L03-I-10	仿冒品	fǎngmàopǐn	N	knock-off, counterfeit product
B4L03-I-11	瑕疵	xiácī	N	defect
B4L03-I-12	圖片	túpiàn	N	picture
B4L03-I-13	落差	luòchā	N	difference (lacking, negative connotation)
B4L03-I-14	提供	tígōng	V	to offer
B4L03-I-15	資訊	zīxùn	N	information
B4L03-I-16	疑問	yíwèn	N	question, doubt
B4L03-I-17	嘛	ma	Ptc	sentence particle, 'it is obvious that'
B4L03-I-18	慣	guàn	Ptc	to get used to, accustomed to etc
B4L03-I-19	瀏覽	liúlǎn	V	to browse, surf (the internet)
B4L03-I-20	後悔	hòuhuǐ	Vs	to regret, feel sorrowful about
B4L03-I-21	深夜	shēnyè	N	late at night, in the wee hours
B4L03-I-22	任何	rènhé	Det	any
B4L03-I-23	駭客	hàikè	N	hacker
B4L03-I-24	盜用	dàoyòng	V	to hack, use illegitamately/fraudulently&nbsp;
B4L03-I-25	認證	rènzhèng	V/N	to certify; certification
B4L03-I-26	銀髮族	yínfǎzú	N	senior citizens, seniors (銀 yín, silver; 髮 fǎ, hair)
B4L03-I-27	從前	cóngqián	N	in the past, before, formerly
B4L03-I-28	通常	tōngcháng	Adv	generally, as a rule
B4L03-I-29	取貨	qǔhuò	V-sep	to pick up goods
B4L03-I-30	付款	fùkuǎn	V-sep	to make payment
B4L03-I-31	雲端科技	yúnduānkējì		cloud/internet technology
B4L03-I-32	宅經濟	zháijīngjì		online economy
B4L03-I-33	用不慣	yòngbúguàn		not used/accustomed to using, not comfortable with
B4L03-I-34	退換	tuì huàn		to return, to exchange for something else
B4L03-I-35	信用卡	xìnyòng kǎ		credit card
B4L03-II-01	縮短	suōduǎn	Vpt	to shorten
B4L03-II-02	人們	rénmen	N	people in general
B4L03-II-03	距離	jùlí	N	distance
B4L03-II-04	取代	qǔdài	V	to replace
B4L03-II-05	信	xìn	N	letter, mail
B4L03-II-06	影集	yǐngjí	N	(TV) series
B4L03-II-07	取得	qǔdé	V	to obtain, get, acquire, access
B4L03-II-08	例如	lìrú	Vst	for example
B4L03-II-09	民眾	mínzhòng	N	the public, people in general
B4L03-II-10	高速公路	gāosù gōnglù	N	highway, freeway
B4L03-II-11	前	qián	N	before (formal)
B4L03-II-12	查詢	cháxún	V	to look up, check
B4L03-II-13	路況	lùkuàng	N	road situation, traffic situation
B4L03-II-14	避開	bìkāi	V	to avoid
B4L03-II-15	路段	lùduàn	N	section of road
B4L03-II-16	若	ruò	Conj	if, supposing
B4L03-II-17	運用	yùnyòng	V	to use, employ
B4L03-II-18	病歷	bìnglì	N	medical records
B4L03-II-19	例子	lìzi	N	example
B4L03-II-20	更加	gèngjiā	Adv	even more
B4L03-II-21	原本	yuánběn	Adv	originally
B4L03-II-22	忙碌	mánglù	Vs	busy
B4L03-II-23	確實	quèshí	Adv	indeed
B4L03-II-24	控制	kòngzhì	V	to control
B4L03-II-25	表弟	biǎodì	N	cousin (younger male cousin from one's mother's side as well as from one's father's sisters)
B4L03-II-26	退步	tuìbù	Vp	to regress, get worse, fall behind
B4L03-II-27	過度	guòdù	Adv	overly, excessively
B4L03-II-28	與	yǔ	Conj	and (formal)
B4L03-II-29	生理	shēnglǐ	N	physical health
B4L03-II-30	盯	dīng	V	to stare
B4L03-II-31	螢幕	yíngmù	N	screen, monitor
B4L03-II-32	疲倦	píjuàn	Vs	tired, fatigued
B4L03-II-33	視力	shìlì	N	vision, eyesight
B4L03-II-34	家長	jiāzhǎng	N	parent
B4L03-II-35	此外	cǐwài	Conj	in addition
B4L03-II-36	戶外	hùwài	N	outdoor
B4L03-II-37	人類	rénlèi	N	mankind, humans
B4L03-II-38	正面	zhèngmiàn	Vs	positive
B4L03-II-39	同時	tóngshí	Adv	at the same time
B4L03-II-40	負面	fùmiàn	Vs	negative
B4L03-II-41	沉迷	chénmí	Vs	to be obsessed with, wallow in
B4L03-II-42	無形中	wúxíng zhōng		imperceptibly
B4L03-II-43	遠距教學	yuǎnjù jiāoxué		distance learning
B4L03-II-45	焦慮不安	jiāolǜ bù'ān		to be anxious
B4L03-II-46	總而言之	zǒng'ér yánzhī		in conclusion, to sum up, in short
B4L04-I-01	該	gāi	Vaux	should, ought to
B4L04-I-02	擺	bǎi	V	to place, display
B4L04-I-03	總算	zǒngsuàn	Adv	finally, at least (zs)
B4L04-I-04	欸	èi	Ptc	hey, calling attention
B4L04-I-05	呀	yā	Ptc	particle indicating uncertainty
B4L04-I-06	衣櫥	yīchú	N	closet
B4L04-I-07	梳妝台	shūzhuāngtái	N	dressing table
B4L04-I-08	位置	wèizhì	N	position, location
B4L04-I-09	空間	kōngjiān	N	space
B4L04-I-10	科學	kēxué	N	science
B4L04-I-11	風水師	fēngshuǐshī	N	Feng Shui master, geomancer (風水 fēngshuǐ, Feng Shui; 師 -shī, master)
B4L04-I-12	在意	zàiyì	Vs	to care about
B4L04-I-13	所謂	suǒwèi	V	so-called, what is known as
B4L04-I-14	角度	jiǎodù	N	angle, perspective
B4L04-I-15	改造	gǎizào	V	to transform, restructure
B4L04-I-16	學問	xuéwèn	N	a branch of learning
B4L04-I-17	居住	jūzhù	Vi	to live, reside
B4L04-I-18	日常	rìcháng	Vs-attr	daily
B4L04-I-19	布置	bùzhì	N/V	décor, layout, arrangement; to decorate, to arrange furniture
B4L04-I-20	凶猛	xiōngměng	Vs	fierce, ferocious
B4L04-I-21	動物	dòngwù	N	animal
B4L04-I-22	刀	dāo	N	knife
B4L04-I-23	劍	jiàn	N	sword
B4L04-I-24	脾氣	píqì	N	temper
B4L04-I-25	暴躁	bàozào	Vs	cranky, irritable
B4L04-I-26	衝動	chōngdòng	Vs	impulsive, rash
B4L04-I-27	鏡子	jìngzi	N	mirror
B4L04-I-28	床腳	chuángjiǎo	N	foot of the bed
B4L04-I-29	光	guāng	Adv	alone, merely
B4L04-I-30	擺飾	bǎishì	N	décor, ornaments
B4L04-I-31	老婆	lǎopó	N	wife
B4L04-I-32	把	bǎ	M	measure word for objects that can be grasped or objects with a handle, e.g., umbrella, knife
B4L04-I-33	欺負	qīfù	V	to pick on, bully, take advantage of
B4L04-I-34	風水學	Fēngshuǐxué		the study of Feng Shui, geomancy (學 -xué, -ology) study,
B4L04-I-35	正對門	zhèng duì mén		directly facing the door
B4L04-I-36	譬如說	pìrú shuō		for example
B4L04-I-37	一口氣	yì kǒu qì		in one breath
B4L04-I-38	死定了	sǐdìngle		(You're) a dead man, You're toast
B4L04-II-01	地理	dìlǐ	N	geography
B4L04-II-02	便利性	biànlìxìng	N	convenience (性 -xìng, property, suffix indicating that a term is a noun)
B4L04-II-03	周邊	zhōubiān	N	surrounding, periphery
B4L04-II-04	住宅	zhùzhái	N	residence
B4L04-II-05	詞	cí	N	term,word
B4L04-II-06	西元	Xīyuán	N	A.D
B4L04-II-07	推翻	tuīfān	V	to repudiate, overturn
B4L04-II-08	心中	xīnzhōng	N	in somebody's heart
B4L04-II-09	名言	míngyán	N	well-known saying
B4L04-II-10	建造	jiànzào	V	to build
B4L04-II-11	塑造	sùzào	V	to shape, mold, model, portray
B4L04-II-12	命運	mìngyùn	N	fate, destiny
B4L04-II-13	本身	běnshēn	N	itself, oneself
B4L04-II-14	地標	dìbiāo	N	landmark
B4L04-II-15	參考	cānkǎo	V/N	to make reference to; reference
B4L04-II-16	外觀	wàiguān	N	exterior, appearance
B4L04-II-17	疊	dié	V	to stack
B4L04-II-18	盆子	pénzi	N	basin
B4L04-II-19	斜	xié	Vs	slanted, tilted
B4L04-II-20	牆面	qiángmiàn	N	wall face
B4L04-II-21	聚寶盆	jùbǎopén	N	treasure basin, similar to a cornucopia but filled with treasure (聚 -jù, to gather; 寶 -bǎo, treasure; 盆 -pén,
B4L04-II-22	角	jiǎo	N	corner
B4L04-II-23	龍	lóng	N	dragon
B4L04-II-24	古	gǔ	Vs-attr	ancient (formal)
B4L04-II-25	錢幣	qiánbì	N	coins,currency
B4L04-II-26	屋頂	wūdǐng	N	roof
B4L04-II-27	龜	guī	N	turtle, tortoise
B4L04-II-28	招財	zhāocái	Vi	to attract treasure
B4L04-II-29	側門	cèmén	N	side door, side gate
B4L04-II-30	遮雨棚	zhēyǔpéng	N	canopy, awning
B4L04-II-31	如意	rúyì	N	ruyi, scepter, s-shaped ornamental object that brings good luck
B4L04-II-32	設計	shèjì	N/V	design; to design
B4L04-II-33	偶然	ǒurán	Vs	random, accidental, by chance
B4L04-II-34	晉代	Jìn Dài		Jin Dynasty
B4L04-II-35	郭璞	Guō Pú		Guo Pu
B4L04-II-36	英國	Yīngguó		the UK
B4L04-II-37	邱吉爾	Qiūjí'ěr		Churchill
B4L04-II-38	信義路	Xìnyì Lù		Xinyi Road
B4L04-II-39	松智路	Sōngzhì Lù		Songzhi Road
B4L04-II-40	一命二運三風水	yímìng èryùnsānfēngshuǐ		is third
B4L04-II-41	加起來	jiāqǐlái		to add up, totalize
B4L04-II-42	咬錢龜	yǎoqián guī		money-biting turtle
B4L04-II-43	十全十美	shíquán shíměi		perfect, pinnacle of perfection
B4L05-I-01	夢	mèng	N	dream
B4L05-I-02	排隊	páiduì	V-sep	to line up, stand in queue
B4L05-I-03	校刊	xiàokān	N	school newspaper, school publications of all sorts
B4L05-I-04	採訪	cǎifǎng	V/N	to interview, to gather news, to cover, to hunt for and collect things; an interview
B4L05-I-05	校友	xiàoyǒu	N	alumnus
B4L05-I-06	博士	bóshì	N	doctorate, PhD
B4L05-I-07	學位	xuéwèi	N	academic degree
B4L05-I-08	考	kǎo	V	to take a test
B4L05-I-09	司機	sījī	N	driver, chauffeur
B4L05-I-10	學士	xuéshì	N	bachelor's, college degree
B4L05-I-11	地攤	dìtān	N	street stall
B4L05-I-12	現象	xiànxiàng	N	phenomenon
B4L05-I-13	稀奇	xīqí	Vs	rare (and unique), singular
B4L05-I-14	搶	qiǎng	V	to rob, mug
B4L05-I-15	批評	pīpíng	V	to criticize
B4L05-I-16	浪費	làngfèi	Vst	to waste
B4L05-I-17	畢竟	bìjìng	Adv	after all
B4L05-I-18	貢獻	gòngxiàn	V	to make contributions
B4L05-I-19	的確	díquè	Adv	indeed
B4L05-I-20	盲目	mángmù	Adv	blindly
B4L05-I-21	升學	shēngxué	Vi	to pursue further education
B4L05-I-22	逃避	táobì	V	to evade (a responsibility)
B4L05-I-23	就業	jiùyè	N/Vi	employment; to get a job
B4L05-I-24	延後	yánhòu	V	to postpone
B4L05-I-25	啃老族	kěnlǎozú	N	"a ""sponge"", a ""parasite"", somebody who feeds off the old, live off one's parents, lit."
B4L05-I-26	收攤	shōutān	V-sep	to close up shop (said of street stalls)
B4L05-I-27	清潔隊員	qīngjiéduìyuán		cleaning squad, street cleaners
B4L05-I-28	擺地攤	bǎi dìtān		to have a street stall
B4L05-I-29	大多數	dàduōshù		most, the majority of
B4L05-I-30	話說回來	huàshuō huílái		on the other hand, however
B4L05-I-31	自食其力	zìshí qílì		to rely on yourself, to stand on your own two feet
B4L05-I-32	下一期	xiàyìqí		next issue (of a periodical)
B4L05-II-01	段	duàn	M	a period of (time)
B4L05-II-02	物價	wùjià	N	prices, commodity prices
B4L05-II-03	上漲	shàngzhǎng	Vp	to rise (of prices)
B4L05-II-04	所得	suǒdé	N	income
B4L05-II-05	漲	zhǎng	Vp	to rise (as of prices and water level)
B4L05-II-06	勉強	miǎnqiǎng	Adv	barely, with great reluctance, manage with an effort, do with difficulty&nbsp;
B4L05-II-07	根本	gēnběn	Adv	at all, in the slightest
B4L05-II-08	組織	zǔzhī	N	organization, to organize
B4L05-II-09	抗議	kàngyì	V	to protest against
B4L05-II-10	地價	dìjià	N	land prices
B4L05-II-11	房價	fángjià	N	housing prices
B4L05-II-12	高漲	gāozhǎng	Vs	to (upward) surge
B4L05-II-13	造成	zàochéng	Vpt	to cause, produce, make, result in. Negative connotation, regarding consequences of an action.&nbsp;
B4L05-II-14	統計	tǒngjì	N	statistics
B4L05-II-15	窮忙	qióngmáng	Vs	busy doing things without achieving anything
B4L05-II-16	全球	quánqiú	N	global, worldwide
B4L05-II-17	景氣	jǐngqì	Vs	prosperous, booming, economic conditions
B4L05-II-18	施行	shīxíng	V	to implement, put into effect
B4L05-II-19	薪資	xīnzī	N	pay, salary, wages
B4L05-II-20	多年	duōnián	N	for many years, for so long
B4L05-II-21	未	wèi	Adv	not yet (formal)
B4L05-II-22	調高	tiáogāo	V	to adjust upward
B4L05-II-23	裁員	cáiyuán	Vi	to lay off
B4L05-II-24	觀察	guānchá	V	to observe, note
B4L05-II-25	彩券	cǎiquàn	N	lottery
B4L05-II-26	中獎	zhòngjiǎng	Vp-sep	to win (a prize or lottery), to hit a jackpot
B4L05-II-27	做夢	zuòmèng	V-sep	to dream
B4L05-II-28	發財	fācái	Vp-sep	to strike it rich
B4L05-II-29	臉色	liǎnsè	N	countenance (mood shown on face)
B4L05-II-30	報導	bàodǎo	N	report, article, story (news)
B4L05-II-31	指出	zhǐchū	V	to indicate, point out
B4L05-II-32	創業	chuàngyè	Vi	to set up a business
B4L05-II-33	餐飲業	cānyǐnyè	N	food and beverage industry
B4L05-II-34	人生	rénshēng	N	life
B4L05-II-35	及	jí	Conj	and (formal)
B4L05-II-36	挑戰	tiǎozhàn	N	challenge, to challenge
B4L05-II-37	培養	péiyǎng	V	to cultivate, train, foster
B4L05-II-38	實力	shílì	N	strength (not physical strength)
B4L05-II-39	等待	děngdài	V	to wait for, await
B4L05-II-40	擁有	yǒngyǒu	Vst	to have as one's own, possess
B4L05-II-41	中國大陸	Zhōngguó Dàlù		Mainland China
B4L05-II-42	存不了	cúnbùliǎo		can't save (money)
B4L05-II-43	無殼蝸牛	wúkéguāniú		people who can't afford to buy their own home
B4L05-II-44	貧富不均	pínfùbùjūn		gap between the rich and the poor, unequal distribution of wealth
B4L05-II-45	苦哈哈	kǔ hāhā		bitter life, very poorly
B4L05-II-46	另謀發展	lìngmóu fāzhǎn		to seek opportunities elsewhere
B4L05-II-47	恨不得	hènbùdé		to be dying to, desperately, to wish one could
B4L05-II-48	一夜致富	yíyè zhìfù		to become rich overnight
B4L05-II-49	一片天	yípiàntiān		place in the sun, a job that makes you happy and provides you with all the money and things that you want, paradise
B4L06-I-01	高來恩	Gāo Lái'ēn		a man from Switzerland
B4L06-I-02	地震	dìzhèn	N	earthquake
B4L06-I-03	搖	yáo	Vp	to rock, shake
B4L06-I-04	厲害	lìhài	Vs	fierce, formidable
B4L06-I-05	經常	jīngcháng	Adv	frequently
B4L06-I-06	倒	dǎo	Vp	to collapse
B4L06-I-07	橋	qiáo	N	bridge
B4L06-I-08	斷	duàn	Vp	to break, snap
B4L06-I-09	多	duō	Adv	so
B4L06-I-10	地區	dìqū	N	region
B4L06-I-11	強烈	qiángliè	Vs	strong
B4L06-I-12	頻率	pínlǜ	N	frequency
B4L06-I-13	預測	yùcè	V	to predict, forecast
B4L06-I-14	徵兆	zhēngzhào	N	sign, omen
B4L06-I-15	鳥類	niǎolèi	N	birds
B4L06-I-16	雞	jī	N	chicken
B4L06-I-17	預先	yùxiān	Adv	in advance
B4L06-I-18	老鼠	lǎoshǔ	N	mouse, rat
B4L06-I-19	貓	māo	N	cat
B4L06-I-20	馬	mǎ	N	horse
B4L06-I-21	證實	zhèngshí	V	to verify
B4L06-I-22	應變	yìngbiàn	Vi	to meet an emergency
B4L06-I-23	隨手	suíshǒu	Adv	within easy reach
B4L06-I-24	白	bái	Adv	in vain
B4L06-I-25	嫌	xián	Vst	to grumble, complain of
B4L06-I-26	事前	shìqián	Adv	in advance
B4L06-I-27	總是	zǒngshì	Adv	always
B4L06-I-28	西歐	Xī Ōu		Western Europe
B4L06-I-29	北歐	Běi Ōu		Northern Europe
B4L06-I-30	中歐	Zhōng Ōu		Central Europe
B4L06-I-31	澳洲	Àozhōu		Australia
B4L06-I-32	南美洲	Nán Měizhōu		South America
B4L06-I-33	地球科學	dìqiú kēxué		earth science studies
B4L06-I-34	菲律賓	Fēilǜbīn		the Philippines
B4L06-I-35	天搖地動	tiānyáodìdòng		swaying heavens and trembling earth, earth- shaking
B4L06-I-36	壓死	yāsǐ		crushed to death
B4L06-I-37	災情慘重	zāiqíngcǎnzhòng		in serious disaster
B4L06-I-38	東半部	dōng bàn bù		the eastern half
B4L06-I-39	地震帶	dìzhèn dài		seismic zone, earthquake belt
B4L06-I-40	救生包	jiùshēng bāo		survival kit, survival pack
B4L06-I-41	有備無患	yǒubèi wúhuàn		be prepared, be on the safe side
B4L06-II-01	如何	rúhé	Adv	how
B4L06-II-02	逃生	táoshēng	Vi	to evacuate
B4L06-II-03	發達	fādá	Vs	advanced,developed
B4L06-II-04	天災	tiānzāi	N	natural disaster
B4L06-II-05	災害	zāihài	N	disaster, damage (from a disaster)
B4L06-II-06	程度	chéngdù	N	degree, level
B4L06-II-07	首先	shǒuxiān	Adv	first of all
B4L06-II-08	其次	qícì	Adv	second, next, then
B4L06-II-09	災難	zāinàn	N	disaster
B4L06-II-10	緊急	jǐnjí	Vs	in emergency
B4L06-II-11	必需品	bìxūpǐn	N	necessities (必需 bìxū, essential, indispensable)
B4L06-II-12	譬如	pìrú	Vst	for example, like
B4L06-II-13	手電筒	shǒudiàntǒng	N	flashlight, torch
